1.3564	-11.286
-6.5717	9.7563
9.9629	0.54094
-8.4454	8.1701
0.80813	-1.2111
9.8077	2.548
-10.413	5.2544
6.847	9.1782
3.3568	2.0171
9.6662	2.146
7.292	-4.8906
-5.0844	2.5703
3.6271	-6.6861
3.0989	-0.54857
8.0874	-4.3726
-0.62284	-6.9117
3.4482	0.42056
-0.085408	4.9615
-5.6598	-2.3224
-11.809	0.88563
-6.5616	10.373
2.9603	3.3704
-3.3716	3.9824
-10.003	5.7819
0.71778	11.365
9.2064	3.8758
9.6277	-0.61844
8.0269	-3.7973
-0.6003	-7.1564
8.837	6.4151
1.4543	5.2979
-0.090498	-0.82902
-12.204	0.78497
-11.875	3.1395
1.9051	11.754
1.2408	-7.717
0.83788	-1.5806
9.1597	4.3759
3.7635	-7.0316
-0.36215	11.517
2.9549	11.269
-3.7857	-5.6172
9.3764	3.5677
6.8187	8.8843
-6.101	-0.15807
-11.812	0.74276
0.81094	5.5348
0.99198	-1.6512
6.3707	-6.0454
-4.8499	-4.3623
9.4511	-0.6879
-4.5728	4.0991
1.0828	11.568
3.2144	3.3779
-4.969	10.722
-5.6662	-3.0927
9.6493	-0.31392
-10.85	5.4775
3.6114	3.2933
2.9295	10.674
-4.7062	3.0019
-3.4611	11.293
3.7643	1.3548
-2.9914	4.5464
-0.74476	11.455
-1.7197	5.4032
2.3202	11.155
0.51726	11.548
3.9053	10.634
1.7494	-7.436
3.2185	3.7343
-3.9284	10.836
-5.0721	3.1157
3.1062	-1.1928
-1.5381	5.0217
9.7446	4.236
5.8495	-6.7372
10.282	0.25769
-3.2785	11.121
0.1499	11.899
2.7984	4.48
-5.7897	0.023977
-4.9028	2.9599
-4.9328	-3.9281
9.6262	4.4794
10.121	3.8747
4.1132	0.61309
3.8621	0.60416
1.4889	-7.5113
-3.1562	4.0674
3.3993	-6.6606
4.4691	10.858
-2.9848	11.007
2.6266	4.1491
8.9343	5.8078
2.5697	-0.66363
3.6809	-0.051291
0.86999	11.437
8.937	-2.6507
-3.6795	3.7606
1.5801	-1.746
-10.524	6.4335
-5.7346	1.75
0.87005	-1.6252
3.9815	1.095
3.0945	11.041
0.36552	-0.88671
-6.3291	-0.96956
7.4735	-4.8411
-5.0415	-4.203
8.8939	7.0496
9.8134	-0.53779
2.9418	0.039683
9.9272	2.6616
3.515	0.20581
-5.6365	10.451
-4.8887	3.4118
-3.0863	-6.3093
-5.6298	0.63733
-1.4911	5.4172
0.93989	5.3582
0.50735	-0.80232
-5.305	1.1231
10.235	-0.37583
-5.3009	-3.2839
7.9881	-3.729
3.6456	1.5466
-1.8113	11.449
-6.1565	0.59104
-6.7264	9.239
5.7524	9.371
-5.1341	10.427
-12.047	2.8737
10.058	0.22082
-0.17285	-1.1128
1.3377	-1.4615
2.1379	-7.246
1.8274	4.2297
-5.1868	-3.5178
-7.0389	9.8246
3.9896	0.40052
-5.3486	0.88453
9.3728	-2.4512
-9.1636	7.8641
0.73798	5.1455
-5.3522	2.1404
-9.2933	7.0429
-1.5359	5.145
2.9836	0.41965
2.2065	4.3114
-11.048	3.0303
-2.873	11.335
4.0438	1.7193
3.3555	3.3862
2.9849	-0.46243
3.0499	-7.1692
9.604	0.75108
1.4397	11.09
-0.89187	5.4463
-0.29977	-0.85075
-4.5902	3.2043
3.5331	10.876
-5.3055	10.291
-5.6353	-1.7937
-4.8669	-4.4575
0.25243	5.5458
-6.3134	9.9777
2.6981	3.9304
-3.5333	4.0709
-11.102	4.7372
1.1745	11.022
3.3206	2.6251
2.0452	-0.91911
-1.7575	5.0821
-10.258	5.6376
3.2329	-0.91612
3.2803	1.2269
-2.8079	11.573
-5.124	11.065
-3.9334	3.9688
-0.058182	-1.3128
-7.0938	10.033
6.6144	-5.4896
0.97233	-7.8465
-9.6783	6.4793
2.2051	4.1253
3.4857	-0.94993
2.3933	-1.1628
-0.86597	-6.7555
2.5071	-1.1313
2.5388	-0.3471
-5.1834	2.4384
-4.904	2.557
-4.8768	2.7919
-4.3052	3.9862
9.7916	1.1334
4.1048	1.285
2.5044	11.191
3.3014	0.33977
-4.3763	-4.6767
1.1989	-1.1377
-1.2233	11.1
-4.5128	4.019
-11.238	2.7171
1.5021	-7.5884
-5.5314	1.488
-3.0577	-5.4722
-2.6474	-6.3396
0.70649	-0.70866
8.136	6.2464
0.98343	-0.90137
2.4062	4.1686
3.7988	0.63718
9.7745	0.61738
3.692	2.2957
0.75472	-1.6621
-5.5616	0.24068
-0.3101	5.1362
1.4019	10.954
9.1702	4.6392
2.5235	-7.8812
-6.1967	0.11092
-9.7111	7.0065
1.4215	5.3936
9.7473	-0.76343
3.9658	1.8877
1.0711	-7.7255
3.7716	0.46034
-4.7397	-4.1137
0.58391	-1.3759
-6.0301	-2.1269
9.4623	-0.39083
8.3712	-3.616
9.7845	-1.7866
9.4413	-0.1915
-2.2335	-6.7185
-2.8528	-6.4084
-3.3641	-5.3744
1.3559	-0.83073
-2.7166	-6.7367
-11.923	2.085
-5.7166	10.018
1.5242	-7.7614
0.62969	11.164
-5.3613	2.3876
-1.2641	-7.003
1.7298	4.964
1.2168	-1.4906
8.1436	6.7201
-3.8325	10.874
-9.8653	6.1737
-5.89	-2.9425
3.599	1.3459
4.9854	9.7516
0.52436	5.4788
-3.4087	-6.3282
9.4103	5.5806
6.1341	-5.8813
9.5833	2.0482
-2.146	-6.1297
-3.1781	4.9978
-5.5805	0.021088
2.9504	3.513
0.29611	4.7962
1.0766	4.7123
0.68535	11.363
3.3475	2.3185
9.1707	-3.0263
8.0949	-3.251
-3.277	11.167
-4.9236	3.5179
-5.469	-3.6434
-4.1325	-4.9748
2.8136	-0.67807
-0.080641	-0.9492
9.553	4.0658
2.1924	4.9219
5.3025	-6.4207
2.5316	-0.53906
-5.8324	0.11676
1.1907	-1.0896
0.44633	-0.75162
2.096	4.3953
-6.3239	-0.62091
2.4912	-0.57353
1.7746	-1.663
2.5834	-0.62232
9.4639	3.992
6.6111	-5.6718
4.0144	-7.0395
-4.4336	3.6441
5.5349	-6.0005
-6.1636	0.2391
-3.7368	4.1568
6.9531	9.2989
-7.551	9.2229
3.4846	2.6142
-10.199	6.0925
1.0854	-1.2642
3.4035	-0.48643
6.4712	-5.4522
2.5137	-1.4379
10.284	2.1842
9.145	-2.6414
3.4558	-0.27894
4.1076	1.3413
-1.7072	-7.1667
7.8461	-4.4795
2.6524	-6.7906
7.8442	8.1947
-0.20822	5.632
8.54	-2.9906
-8.9791	8.2338
9.6693	-2.1108
6.3108	-6.1982
-0.136	-0.91523
-5.8797	-0.43202
0.30311	-0.77998
-4.9121	10.19
1.4887	-1.0067
0.32931	5.1104
-3.1706	-5.6491
3.9554	2.7026
-11.763	3.6693
-3.8225	-4.527
-11.186	3.6955
-1.1137	-7.2699
0.48015	5.1484
2.5997	-7.1094
-7.5467	8.9255
0.00050726	5.6746
2.9146	3.4873
-5.9745	-1.3349
0.3547	5.4462
-1.1861	-6.622
-5.2733	2.833
3.3719	1.3288
6.2454	8.6942
-0.027979	-6.9404
-2.3901	10.879
-11.776	1.7726
3.8925	2.1563
0.98389	11.839
3.0917	3.6033
0.85243	-1.1327
6.3502	-5.5982
-5.7181	-2.0906
2.8031	-0.48221
-0.31488	5.0249
-4.1336	-4.0327
7.802	-4.7108
0.9374	-1.3526
2.2754	-0.82525
2.7977	-1.098
-5.9171	-0.62954
-3.3685	11.416
-7.6011	9.0031
-2.1803	4.5375
-4.9264	2.5821
2.9848	-0.75473
9.7883	4.43
10.231	2.9157
-3.9874	3.6357
3.8701	0.79839
-6.1438	1.3972
-9.6948	5.9817
-4.0964	3.5978
-3.8302	-5.4979
-1.8836	5.1526
4.6173	10.249
9.7502	2.2214
-2.0274	-7.1331
-4.6857	-3.7116
9.611	4.1652
-10.204	6.1793
3.6763	0.32572
-0.06946	5.5537
6.7313	8.6283
-11.862	2.0821
-2.0671	10.937
-4.7079	-4.5743
0.3823	-0.96015
-4.0301	4.4987
-0.39869	4.8379
0.77184	-1.5905
5.2865	-6.3173
-5.9639	-1.3497
2.6412	4.1187
3.8431	2.1253
-5.4702	-0.52748
2.3476	-0.76659
0.22967	-7.5476
-5.1741	1.5368
0.87592	-1.0913
2.8153	4.1424
6.6812	-4.8274
0.34606	-1.4222
-5.7819	-0.10351
2.9252	2.9691
5.3293	10.457
9.1718	6.4109
0.16538	5.2159
3.313	-0.36415
-5.0307	3.5801
-5.3466	0.75667
-5.2347	-2.8003
-10.363	5.5722
-4.4075	-4.5504
-12.053	1.9993
6.3457	9.1813
10.297	0.054802
1.4777	4.5561
-0.99329	4.8778
5.7669	9.1148
8.4908	5.8945
0.58814	-1.4724
0.85412	-0.92107
10.221	1.7368
0.87217	-1.6324
-6.2918	-0.1638
-4.9196	3.8069
2.7939	-1.3073
3.7763	3.0113
-0.53077	5.8027
-3.6612	4.5412
3.17	3.7948
0.3447	-1.4946
-6.0238	0.63679
2.9924	-0.36474
8.019	8.0837
-3.2863	11.498
4.3328	10.203
0.53126	-0.80947
6.3175	8.9429
2.3745	-0.99181
7.8905	-4.2877
4.4075	10.508
-11.183	2.968
4.2373	1.8613
7.9285	7.6142
-3.3678	-5.9492
3.964	3.2842
4.4065	9.8995
5.8419	-6.3999
-5.2959	3.1914
-5.7655	-2.5153
-5.3684	-3.5337
0.40125	4.8261
9.7906	3.3959
3.9827	0.40526
-5.5407	-0.91622
-4.4015	-5.1145
3.3695	1.498
